iteration 1 max error 11.488971 
iteration 2 max error 7.133656 
iteration 3 max error 6.324659 
iteration 4 max error 5.635726 
iteration 5 max error 5.038824 
iteration 6 max error 4.512494 
iteration 7 max error 4.045202 
iteration 8 max error 3.628693 
iteration 9 max error 3.256548 
iteration 10 max error 2.923567 
-39.2165 -38.0299 -36.8929 -35.8028 -34.7568
-39.2159 -38.0293 -36.8924 -35.8022 -34.7562
-39.2153 -38.0288 -36.8918 -35.8017 -34.7557
-39.2148 -38.0282 -36.8913 -35.8012 -34.7552
-39.2142 -38.0276 -36.8907 -35.8006 -34.7547
-39.2136  -38.027 -36.8902 -35.8001 -34.7542
 -39.213 -38.0265 -36.8896 -35.7996 -34.7537
-39.2124 -38.0259 -36.8891  -35.799 -34.7532
-39.2118 -38.0253 -36.8885 -35.7985 -34.7527
-39.2112 -38.0248  -36.888  -35.798 -34.7522
-39.2106 -38.0242 -36.8874 -35.7975 -34.7516
  -39.21 -38.0236 -36.8869 -35.7969 -34.7511
-39.2094  -38.023 -36.8863 -35.7964 -34.7506
-39.2088 -38.0225 -36.8858 -35.7959 -34.7501
-39.2082 -38.0219 -36.8852 -35.7953 -34.7496
-39.2076 -38.0213 -36.8847 -35.7948 -34.7491
 -39.207 -38.0208 -36.8841 -35.7943 -34.7486
-39.2064 -38.0202 -36.8836 -35.7938 -34.7481
-39.2059 -38.0196  -36.883 -35.7932 -34.7476
-39.2053 -38.0191 -36.8825 -35.7927  -34.747
-39.2047 -38.0185 -36.8819 -35.7922 -34.7465
-39.2041 -38.0179 -36.8814 -35.7916  -34.746
-39.2035 -38.0173 -36.8808 -35.7911 -34.7455
-39.2029 -38.0168 -36.8803 -35.7906  -34.745
-39.2023 -38.0162 -36.8797   -35.79 -34.7445
-39.2017 -38.0156 -36.8792 -35.7895  -34.744
-39.2011 -38.0151 -36.8786  -35.789 -34.7435
-39.2005 -38.0145 -36.8781 -35.7885  -34.743
-39.1999 -38.0139 -36.8775 -35.7879 -34.7424
-39.1993 -38.0133  -36.877 -35.7874 -34.7419
-39.1987 -38.0128 -36.8764 -35.7869 -34.7414
-39.1981 -38.0122 -36.8759 -35.7863 -34.7409
-39.1976 -38.0116 -36.8753 -35.7858 -34.7404
 -39.197 -38.0111 -36.8748 -35.7853 -34.7399
-39.1964 -38.0105 -36.8742 -35.7847 -34.7394
-39.1958 -38.0099 -36.8737 -35.7842 -34.7389
-39.1952 -38.0094 -36.8731 -35.7837 -34.7384
-39.1946 -38.0088 -36.8726 -35.7832 -34.7378
 -39.194 -38.0082  -36.872 -35.7826 -34.7373
-39.1934 -38.0076 -36.8715 -35.7821 -34.7368
-39.1928 -38.0071 -36.8709 -35.7816 -34.7363
-39.1922 -38.0065 -36.8704  -35.781 -34.7358
-39.1916 -38.0059 -36.8698 -35.7805 -34.7353
 -39.191 -38.0054 -36.8693   -35.78 -34.7348
-39.1904 -38.0048 -36.8688 -35.7794 -34.7343
-39.1899 -38.0042 -36.8682 -35.7789 -34.7338
-39.1893 -38.0036 -36.8677 -35.7784 -34.7333
-39.1887 -38.0031 -36.8671 -35.7779 -34.7327
-39.1881 -38.0025 -36.8666 -35.7773 -34.7322
-39.1875 -38.0019  -36.866 -35.7768 -34.7317
-39.1869 -38.0014 -36.8655 -35.7763 -34.7312
-39.1863 -38.0008 -36.8649 -35.7757 -34.7307
-39.1857 -38.0002 -36.8644 -35.7752 -34.7302
-39.1851 -37.9997 -36.8638 -35.7747 -34.7297
-39.1845 -37.9991 -36.8633 -35.7742 -34.7292
-39.1839 -37.9985 -36.8627 -35.7736 -34.7287
-39.1833 -37.9979 -36.8622 -35.7731 -34.7281
-39.1827 -37.9974 -36.8616 -35.7726 -34.7276
-39.1821 -37.9968 -36.8611  -35.772 -34.7271
-39.1816 -37.9962 -36.8605 -35.7715 -34.7266
 -39.181 -37.9957   -36.86  -35.771 -34.7261
-39.1804 -37.9951 -36.8594 -35.7704 -34.7256
-39.1798 -37.9945 -36.8589 -35.7699 -34.7251
-39.1792  -37.994 -36.8583 -35.7694 -34.7246
-39.1786 -37.9934 -36.8578 -35.7689 -34.7241
 -39.178 -37.9928 -36.8572 -35.7683 -34.7236
-39.1774 -37.9922 -36.8567 -35.7678  -34.723
-39.1768 -37.9917 -36.8561 -35.7673 -34.7225
-39.1762 -37.9911 -36.8556 -35.7667  -34.722
-39.1756 -37.9905  -36.855 -35.7662 -34.7215
 -39.175   -37.99 -36.8545 -35.7657  -34.721
-39.1744 -37.9894 -36.8539 -35.7652 -34.7205
-39.1739 -37.9888 -36.8534 -35.7646   -34.72
-39.1733 -37.9883 -36.8528 -35.7641 -34.7195
-39.1727 -37.9877 -36.8523 -35.7636  -34.719
-39.1721 -37.9871 -36.8517  -35.763 -34.7184
-39.1715 -37.9865 -36.8512 -35.7625 -34.7179
-39.1709  -37.986 -36.8506  -35.762 -34.7174
-39.1703 -37.9854 -36.8501 -35.7615 -34.7169
-39.1697 -37.9848 -36.8495 -35.7609 -34.7164
-39.1691 -37.9843  -36.849 -35.7604 -34.7159
-39.1685 -37.9837 -36.8484 -35.7599 -34.7154
-39.1679 -37.9831 -36.8479 -35.7593 -34.7149
-39.1673 -37.9826 -36.8473 -35.7588 -34.7144
-39.1668  -37.982 -36.8468 -35.7583 -34.7139
-39.1662 -37.9814 -36.8462 -35.7577 -34.7133
-39.1656 -37.9808 -36.8457 -35.7572 -34.7128
 -39.165 -37.9803 -36.8451 -35.7567 -34.7123
-39.1644 -37.9797 -36.8446 -35.7562 -34.7118
-39.1638 -37.9791  -36.844 -35.7556 -34.7113
-39.1632 -37.9786 -36.8435 -35.7551 -34.7108
-39.1626  -37.978 -36.8429 -35.7546 -34.7103
 -39.162 -37.9774 -36.8424  -35.754 -34.7098
-39.1614 -37.9769 -36.8418 -35.7535 -34.7093
-39.1608 -37.9763 -36.8413  -35.753 -34.7088
-39.1602 -37.9757 -36.8407 -35.7525 -34.7082
-39.1596 -37.9751 -36.8402 -35.7519 -34.7077
-39.1591 -37.9746 -36.8396 -35.7514 -34.7072
-39.1585  -37.974 -36.8391 -35.7509 -34.7067
-39.1579 -37.9734 -36.8386 -35.7503 -34.7062
-39.1573 -37.9729  -36.838 -35.7498 -34.7057
-39.1567 -37.9723 -36.8375 -35.7493 -34.7052
-39.1561 -37.9717 -36.8369 -35.7488 -34.7047
-39.1555 -37.9712 -36.8364 -35.7482 -34.7042
-39.1549 -37.9706 -36.8358 -35.7477 -34.7037
-39.1543   -37.97 -36.8353 -35.7472 -34.7031
-39.1537 -37.9694 -36.8347 -35.7466 -34.7026
-39.1531 -37.9689 -36.8342 -35.7461 -34.7021
-39.1525 -37.9683 -36.8336 -35.7456 -34.7016
 -39.152 -37.9677 -36.8331 -35.7451 -34.7011
-39.1514 -37.9672 -36.8325 -35.7445 -34.7006
-39.1508 -37.9666  -36.832  -35.744 -34.7001
-39.1502  -37.966 -36.8314 -35.7435 -34.6996
-39.1496 -37.9655 -36.8309 -35.7429 -34.6991
 -39.149 -37.9649 -36.8303 -35.7424 -34.6986
-39.1484 -37.9643 -36.8298 -35.7419  -34.698
-39.1478 -37.9638 -36.8292 -35.7414 -34.6975
-39.1472 -37.9632 -36.8287 -35.7408  -34.697
-39.1466 -37.9626 -36.8281 -35.7403 -34.6965
 -39.146  -37.962 -36.8276 -35.7398  -34.696
-39.1454 -37.9615  -36.827 -35.7392 -34.6955
-39.1449 -37.9609 -36.8265 -35.7387  -34.695
-39.1443 -37.9603 -36.8259 -35.7382 -34.6945
-39.1437 -37.9598 -36.8254 -35.7377  -34.694
-39.1431 -37.9592 -36.8248 -35.7371 -34.6935
-39.1425 -37.9586 -36.8243 -35.7366 -34.6929
-39.1419 -37.9581 -36.8237 -35.7361 -34.6924
-39.1413 -37.9575 -36.8232 -35.7355 -34.6919
-39.1407 -37.9569 -36.8226  -35.735 -34.6914
-39.1401 -37.9564 -36.8221 -35.7345 -34.6909
-39.1395 -37.9558 -36.8215  -35.734 -34.6904
-39.1389 -37.9552  -36.821 -35.7334 -34.6899
-39.1383 -37.9546 -36.8205 -35.7329 -34.6894
-39.1378 -37.9541 -36.8199 -35.7324 -34.6889
-39.1372 -37.9535 -36.8194 -35.7318 -34.6884
-39.1366 -37.9529 -36.8188 -35.7313 -34.6878
 -39.136 -37.9524 -36.8183 -35.7308 -34.6873
-39.1354 -37.9518 -36.8177 -35.7303 -34.6868
-39.1348 -37.9512 -36.8172 -35.7297 -34.6863
-39.1342 -37.9507 -36.8166 -35.7292 -34.6858
-39.1336 -37.9501 -36.8161 -35.7287 -34.6853
 -39.133 -37.9495 -36.8155 -35.7281 -34.6848
-39.1324  -37.949  -36.815 -35.7276 -34.6843
-39.1318 -37.9484 -36.8144 -35.7271 -34.6838
-39.1312 -37.9478 -36.8139 -35.7266 -34.6833
-39.1307 -37.9472 -36.8133  -35.726 -34.6827
-39.1301 -37.9467 -36.8128 -35.7255 -34.6822
-39.1295 -37.9461 -36.8122  -35.725 -34.6817
-39.1289 -37.9455 -36.8117 -35.7244 -34.6812
-39.1283  -37.945 -36.8111 -35.7239 -34.6807
-39.1277 -37.9444 -36.8106 -35.7234 -34.6802
-39.1271 -37.9438   -36.81 -35.7229 -34.6797
-39.1265 -37.9433 -36.8095 -35.7223 -34.6792
-39.1259 -37.9427 -36.8089 -35.7218 -34.6787
-39.1253 -37.9421 -36.8084 -35.7213 -34.6782
-39.1247 -37.9416 -36.8078 -35.7207 -34.6777
-39.1242  -37.941 -36.8073 -35.7202 -34.6771
-39.1236 -37.9404 -36.8067 -35.7197 -34.6766
 -39.123 -37.9398 -36.8062 -35.7192 -34.6761
-39.1224 -37.9393 -36.8056 -35.7186 -34.6756
-39.1218 -37.9387 -36.8051 -35.7181 -34.6751
-39.1212 -37.9381 -36.8046 -35.7176 -34.6746
-39.1206 -37.9376  -36.804  -35.717 -34.6741
  -39.12  -37.937 -36.8035 -35.7165 -34.6736
-39.1194 -37.9364 -36.8029  -35.716 -34.6731
-39.1188 -37.9359 -36.8024 -35.7155 -34.6726
-39.1182 -37.9353 -36.8018 -35.7149  -34.672
-39.1177 -37.9347 -36.8013 -35.7144 -34.6715
-39.1171 -37.9342 -36.8007 -35.7139  -34.671
-39.1165 -37.9336 -36.8002 -35.7133 -34.6705
-39.1159  -37.933 -36.7996 -35.7128   -34.67
-39.1153 -37.9325 -36.7991 -35.7123 -34.6695
-39.1147 -37.9319 -36.7985 -35.7118  -34.669
-39.1141 -37.9313  -36.798 -35.7112 -34.6685
-39.1135 -37.9307 -36.7974 -35.7107  -34.668
-39.1129 -37.9302 -36.7969 -35.7102 -34.6675
-39.1123 -37.9296 -36.7963 -35.7096  -34.667
-39.1117  -37.929 -36.7958 -35.7091 -34.6664
-39.1112 -37.9285 -36.7952 -35.7086 -34.6659
-39.1106 -37.9279 -36.7947 -35.7081 -34.6654
  -39.11 -37.9273 -36.7941 -35.7075 -34.6649
-39.1094 -37.9268 -36.7936  -35.707 -34.6644
-39.1088 -37.9262  -36.793 -35.7065 -34.6639
-39.1082 -37.9256 -36.7925  -35.706 -34.6634
-39.1076 -37.9251  -36.792 -35.7054 -34.6629
 -39.107 -37.9245 -36.7914 -35.7049 -34.6624
-39.1064 -37.9239 -36.7909 -35.7044 -34.6619
-39.1058 -37.9234 -36.7903 -35.7038 -34.6614
-39.1052 -37.9228 -36.7898 -35.7033 -34.6608
-39.1047 -37.9222 -36.7892 -35.7028 -34.6603
-39.1041 -37.9216 -36.7887 -35.7023 -34.6598
-39.1035 -37.9211 -36.7881 -35.7017 -34.6593
-39.1029 -37.9205 -36.7876 -35.7012 -34.6588
-39.1023 -37.9199  -36.787 -35.7007 -34.6583
-39.1017 -37.9194 -36.7865 -35.7001 -34.6578
-39.1011 -37.9188 -36.7859 -35.6996 -34.6573
-39.1005 -37.9182 -36.7854 -35.6991 -34.6568
-39.0999 -37.9177 -36.7848 -35.6986 -34.6563
-39.0993 -37.9171 -36.7843  -35.698 -34.6558
-39.0987 -37.9165 -36.7837 -35.6975 -34.6552
-39.0982  -37.916 -36.7832  -35.697 -34.6547
-39.0976 -37.9154 -36.7826 -35.6965 -34.6542
 -39.097 -37.9148 -36.7821 -35.6959 -34.6537
-39.0964 -37.9143 -36.7815 -35.6954 -34.6532
-39.0958 -37.9137  -36.781 -35.6949 -34.6527
-39.0952 -37.9131 -36.7805 -35.6943 -34.6522
-39.0946 -37.9126 -36.7799 -35.6938 -34.6517
 -39.094  -37.912 -36.7794 -35.6933 -34.6512
-39.0934 -37.9114 -36.7788 -35.6928 -34.6507
-39.0928 -37.9108 -36.7783 -35.6922 -34.6502
-39.0923 -37.9103 -36.7777 -35.6917 -34.6496
-39.0917 -37.9097 -36.7772 -35.6912 -34.6491
-39.0911 -37.9091 -36.7766 -35.6906 -34.6486
-39.0905 -37.9086 -36.7761 -35.6901 -34.6481
-39.0899  -37.908 -36.7755 -35.6896 -34.6476
-39.0893 -37.9074  -36.775 -35.6891 -34.6471
-39.0887 -37.9069 -36.7744 -35.6885 -34.6466
-39.0881 -37.9063 -36.7739  -35.688 -34.6461
-39.0875 -37.9057 -36.7733 -35.6875 -34.6456
-39.0869 -37.9052 -36.7728  -35.687 -34.6451
-39.0863 -37.9046 -36.7722 -35.6864 -34.6446
-39.0858  -37.904 -36.7717 -35.6859  -34.644
-39.0852 -37.9035 -36.7711 -35.6854 -34.6435
-39.0846 -37.9029 -36.7706 -35.6848  -34.643
 -39.084 -37.9023 -36.7701 -35.6843 -34.6425
-39.0834 -37.9018 -36.7695 -35.6838  -34.642
-39.0828 -37.9012  -36.769 -35.6833 -34.6415
-39.0822 -37.9006 -36.7684 -35.6827  -34.641
-39.0816 -37.9001 -36.7679 -35.6822 -34.6405
 -39.081 -37.8995 -36.7673 -35.6817   -34.64
-39.0804 -37.8989 -36.7668 -35.6812 -34.6395
-39.0799 -37.8983 -36.7662 -35.6806  -34.639
-39.0793 -37.8978 -36.7657 -35.6801 -34.6385
-39.0787 -37.8972 -36.7651 -35.6796 -34.6379
-39.0781 -37.8966 -36.7646  -35.679 -34.6374
-39.0775 -37.8961  -36.764 -35.6785 -34.6369
-39.0769 -37.8955 -36.7635  -35.678 -34.6364
-39.0763 -37.8949 -36.7629 -35.6775 -34.6359
-39.0757 -37.8944 -36.7624 -35.6769 -34.6354
-39.0751 -37.8938 -36.7618 -35.6764 -34.6349
-39.0745 -37.8932 -36.7613 -35.6759 -34.6344
 -39.074 -37.8927 -36.7608 -35.6753 -34.6339
-39.0734 -37.8921 -36.7602 -35.6748 -34.6334
-39.0728 -37.8915 -36.7597 -35.6743 -34.6329
-39.0722  -37.891 -36.7591 -35.6738 -34.6323
-39.0716 -37.8904 -36.7586 -35.6732 -34.6318
 -39.071 -37.8898  -36.758 -35.6727 -34.6313
-39.0704 -37.8893 -36.7575 -35.6722 -34.6308
-39.0698 -37.8887 -36.7569 -35.6717 -34.6303
-39.0692 -37.8881 -36.7564 -35.6711 -34.6298
-39.0686 -37.8876 -36.7558 -35.6706 -34.6293
-39.0681  -37.887 -36.7553 -35.6701 -34.6288
-39.0675 -37.8864 -36.7547 -35.6695 -34.6283
-39.0669 -37.8859 -36.7542  -35.669 -34.6278
-39.0663 -37.8853 -36.7536 -35.6685 -34.6273
-39.0657 -37.8847 -36.7531  -35.668 -34.6268
-39.0651 -37.8841 -36.7525 -35.6674 -34.6262
-39.0645 -37.8836  -36.752 -35.6669 -34.6257
-39.0639  -37.883 -36.7515 -35.6664 -34.6252
-39.0633 -37.8824 -36.7509 -35.6659 -34.6247
-39.0627 -37.8819 -36.7504 -35.6653 -34.6242
-39.0622 -37.8813 -36.7498 -35.6648 -34.6237
-39.0616 -37.8807 -36.7493 -35.6643 -34.6232
 -39.061 -37.8802 -36.7487 -35.6638 -34.6227
-39.0604 -37.8796 -36.7482 -35.6632 -34.6222
-39.0598  -37.879 -36.7476 -35.6627 -34.6217
-39.0592 -37.8785 -36.7471 -35.6622 -34.6212
-39.0586 -37.8779 -36.7465 -35.6616 -34.6207
 -39.058 -37.8773  -36.746 -35.6611 -34.6201
-39.0574 -37.8768 -36.7454 -35.6606 -34.6196
-39.0568 -37.8762 -36.7449 -35.6601 -34.6191
-39.0563 -37.8756 -36.7443 -35.6595 -34.6186
-39.0557 -37.8751 -36.7438  -35.659 -34.6181
-39.0551 -37.8745 -36.7433 -35.6585 -34.6176
-39.0545 -37.8739 -36.7427  -35.658 -34.6171
-39.0539 -37.8734 -36.7422 -35.6574 -34.6166
-39.0533 -37.8728 -36.7416 -35.6569 -34.6161
-39.0527 -37.8722 -36.7411 -35.6564 -34.6156
-39.0521 -37.8717 -36.7405 -35.6558 -34.6151
-39.0515 -37.8711   -36.74 -35.6553 -34.6146
 -39.051 -37.8705 -36.7394 -35.6548  -34.614
-39.0504   -37.87 -36.7389 -35.6543 -34.6135
-39.0498 -37.8694 -36.7383 -35.6537  -34.613
-39.0492 -37.8688 -36.7378 -35.6532 -34.6125
-39.0486 -37.8683 -36.7372 -35.6527  -34.612
 -39.048 -37.8677 -36.7367 -35.6522 -34.6115
-39.0474 -37.8671 -36.7361 -35.6516  -34.611
-39.0468 -37.8666 -36.7356 -35.6511 -34.6105
-39.0462  -37.866 -36.7351 -35.6506   -34.61
-39.0456 -37.8654 -36.7345 -35.6501 -34.6095
-39.0451 -37.8649  -36.734 -35.6495  -34.609
-39.0445 -37.8643 -36.7334  -35.649 -34.6085
-39.0439 -37.8637 -36.7329 -35.6485  -34.608
-39.0433 -37.8632 -36.7323 -35.6479 -34.6074
-39.0427 -37.8626 -36.7318 -35.6474 -34.6069
-39.0421  -37.862 -36.7312 -35.6469 -34.6064
-39.0415 -37.8614 -36.7307 -35.6464 -34.6059
-39.0409 -37.8609 -36.7301 -35.6458 -34.6054
-39.0403 -37.8603 -36.7296 -35.6453 -34.6049
-39.0398 -37.8597  -36.729 -35.6448 -34.6044
-39.0392 -37.8592 -36.7285 -35.6443 -34.6039
-39.0386 -37.8586 -36.7279 -35.6437 -34.6034
 -39.038  -37.858 -36.7274 -35.6432 -34.6029
-39.0374 -37.8575 -36.7269 -35.6427 -34.6024
-39.0368 -37.8569 -36.7263 -35.6422 -34.6019
-39.0362 -37.8563 -36.7258 -35.6416 -34.6013
-39.0356 -37.8558 -36.7252 -35.6411 -34.6008
 -39.035 -37.8552 -36.7247 -35.6406 -34.6003
-39.0345 -37.8546 -36.7241   -35.64 -34.5998
-39.0339 -37.8541 -36.7236 -35.6395 -34.5993
-39.0333 -37.8535  -36.723  -35.639 -34.5988
-39.0327 -37.8529 -36.7225 -35.6385 -34.5983
-39.0321 -37.8524 -36.7219 -35.6379 -34.5978
-39.0315 -37.8518 -36.7214 -35.6374 -34.5973
-39.0309 -37.8512 -36.7208 -35.6369 -34.5968
-39.0303 -37.8507 -36.7203 -35.6364 -34.5963
-39.0297 -37.8501 -36.7198 -35.6358 -34.5958
-39.0291 -37.8495 -36.7192 -35.6353 -34.5953
-39.0286  -37.849 -36.7187 -35.6348 -34.5947
 -39.028 -37.8484 -36.7181 -35.6343 -34.5942
-39.0274 -37.8478 -36.7176 -35.6337 -34.5937
-39.0268 -37.8473  -36.717 -35.6332 -34.5932
-39.0262 -37.8467 -36.7165 -35.6327 -34.5927
-39.0256 -37.8461 -36.7159 -35.6321 -34.5922
 -39.025 -37.8456 -36.7154 -35.6316 -34.5917
-39.0244  -37.845 -36.7148 -35.6311 -34.5912
-39.0238 -37.8444 -36.7143 -35.6306 -34.5907
-39.0233 -37.8439 -36.7137   -35.63 -34.5902
-39.0227 -37.8433 -36.7132 -35.6295 -34.5897
-39.0221 -37.8427 -36.7127  -35.629 -34.5892
-39.0215 -37.8422 -36.7121 -35.6285 -34.5887
-39.0209 -37.8416 -36.7116 -35.6279 -34.5881
-39.0203  -37.841  -36.711 -35.6274 -34.5876
-39.0197 -37.8405 -36.7105 -35.6269 -34.5871
-39.0191 -37.8399 -36.7099 -35.6264 -34.5866
-39.0185 -37.8393 -36.7094 -35.6258 -34.5861
 -39.018 -37.8388 -36.7088 -35.6253 -34.5856
-39.0174 -37.8382 -36.7083 -35.6248 -34.5851
-39.0168 -37.8376 -36.7077 -35.6243 -34.5846
-39.0162 -37.8371 -36.7072 -35.6237 -34.5841
-39.0156 -37.8365 -36.7066 -35.6232 -34.5836
 -39.015 -37.8359 -36.7061 -35.6227 -34.5831
-39.0144 -37.8354 -36.7056 -35.6221 -34.5826
-39.0138 -37.8348  -36.705 -35.6216 -34.5821
-39.0132 -37.8342 -36.7045 -35.6211 -34.5815
-39.0127 -37.8337 -36.7039 -35.6206  -34.581
-39.0121 -37.8331 -36.7034   -35.62 -34.5805
-39.0115 -37.8325 -36.7028 -35.6195   -34.58
-39.0109  -37.832 -36.7023  -35.619 -34.5795
-39.0103 -37.8314 -36.7017 -35.6185  -34.579
-39.0097 -37.8308 -36.7012 -35.6179 -34.5785
-39.0091 -37.8303 -36.7006 -35.6174  -34.578
-39.0085 -37.8297 -36.7001 -35.6169 -34.5775
 -39.008 -37.8291 -36.6996 -35.6164  -34.577
-39.0074 -37.8286  -36.699 -35.6158 -34.5765
-39.0068  -37.828 -36.6985 -35.6153  -34.576
-39.0062 -37.8274 -36.6979 -35.6148 -34.5755
-39.0056 -37.8269 -36.6974 -35.6143  -34.575
 -39.005 -37.8263 -36.6968 -35.6137 -34.5744
-39.0044 -37.8257 -36.6963 -35.6132 -34.5739
-39.0038 -37.8252 -36.6957 -35.6127 -34.5734
-39.0032 -37.8246 -36.6952 -35.6122 -34.5729
-39.0027  -37.824 -36.6946 -35.6116 -34.5724
-39.0021 -37.8235 -36.6941 -35.6111 -34.5719
-39.0015 -37.8229 -36.6935 -35.6106 -34.5714
-39.0009 -37.8223  -36.693   -35.61 -34.5709
-39.0003 -37.8218 -36.6925 -35.6095 -34.5704
-38.9997 -37.8212 -36.6919  -35.609 -34.5699
-38.9991 -37.8206 -36.6914 -35.6085 -34.5694
-38.9985 -37.8201 -36.6908 -35.6079 -34.5689
-38.9979 -37.8195 -36.6903 -35.6074 -34.5684
-38.9974 -37.8189 -36.6897 -35.6069 -34.5678
-38.9968 -37.8184 -36.6892 -35.6064 -34.5673
-38.9962 -37.8178 -36.6886 -35.6058 -34.5668
-38.9956 -37.8172 -36.6881 -35.6053 -34.5663
 -38.995 -37.8167 -36.6875 -35.6048 -34.5658
-38.9944 -37.8161  -36.687 -35.6043 -34.5653
-38.9938 -37.8155 -36.6865 -35.6037 -34.5648
-38.9932  -37.815 -36.6859 -35.6032 -34.5643
-38.9927 -37.8144 -36.6854 -35.6027 -34.5638
-38.9921 -37.8138 -36.6848 -35.6022 -34.5633
-38.9915 -37.8133 -36.6843 -35.6016 -34.5628
-38.9909 -37.8127 -36.6837 -35.6011 -34.5623
-38.9903 -37.8121 -36.6832 -35.6006 -34.5618
-38.9897 -37.8116 -36.6826 -35.6001 -34.5613
-38.9891  -37.811 -36.6821 -35.5995 -34.5607
-38.9885 -37.8104 -36.6815  -35.599 -34.5602
-38.9879 -37.8099  -36.681 -35.5985 -34.5597
-38.9874 -37.8093 -36.6805  -35.598 -34.5592
-38.9868 -37.8087 -36.6799 -35.5974 -34.5587
-38.9862 -37.8082 -36.6794 -35.5969 -34.5582
-38.9856 -37.8076 -36.6788 -35.5964 -34.5577
 -38.985  -37.807 -36.6783 -35.5959 -34.5572
-38.9844 -37.8065 -36.6777 -35.5953 -34.5567
-38.9838 -37.8059 -36.6772 -35.5948 -34.5562
-38.9832 -37.8054 -36.6766 -35.5943 -34.5557
-38.9827 -37.8048 -36.6761 -35.5937 -34.5552
-38.9821 -37.8042 -36.6755 -35.5932 -34.5547
-38.9815 -37.8037  -36.675 -35.5927 -34.5542
-38.9809 -37.8031 -36.6745 -35.5922 -34.5537
-38.9803 -37.8025 -36.6739 -35.5916 -34.5531
-38.9797  -37.802 -36.6734 -35.5911 -34.5526
-38.9791 -37.8014 -36.6728 -35.5906 -34.5521
-38.9785 -37.8008 -36.6723 -35.5901 -34.5516
 -38.978 -37.8003 -36.6717 -35.5895 -34.5511
-38.9774 -37.7997 -36.6712  -35.589 -34.5506
-38.9768 -37.7991 -36.6706 -35.5885 -34.5501
-38.9762 -37.7986 -36.6701  -35.588 -34.5496
-38.9756  -37.798 -36.6696 -35.5874 -34.5491
 -38.975 -37.7974  -36.669 -35.5869 -34.5486
-38.9744 -37.7969 -36.6685 -35.5864 -34.5481
-38.9738 -37.7963 -36.6679 -35.5859 -34.5476
-38.9732 -37.7957 -36.6674 -35.5853 -34.5471
-38.9727 -37.7952 -36.6668 -35.5848 -34.5466
-38.9721 -37.7946 -36.6663 -35.5843  -34.546
-38.9715  -37.794 -36.6657 -35.5838 -34.5455
-38.9709 -37.7935 -36.6652 -35.5832  -34.545
-38.9703 -37.7929 -36.6646 -35.5827 -34.5445
-38.9697 -37.7923 -36.6641 -35.5822  -34.544
-38.9691 -37.7918 -36.6636 -35.5817 -34.5435
-38.9685 -37.7912  -36.663 -35.5811  -34.543
 -38.968 -37.7906 -36.6625 -35.5806 -34.5425
-38.9674 -37.7901 -36.6619 -35.5801  -34.542
-38.9668 -37.7895 -36.6614 -35.5796 -34.5415
-38.9662 -37.7889 -36.6608  -35.579  -34.541
-38.9656 -37.7884 -36.6603 -35.5785 -34.5405
 -38.965 -37.7878 -36.6597  -35.578   -34.54
-38.9644 -37.7872 -36.6592 -35.5775 -34.5395
-38.9638 -37.7867 -36.6587 -35.5769  -34.539
-38.9633 -37.7861 -36.6581 -35.5764 -34.5384
-38.9627 -37.7855 -36.6576 -35.5759 -34.5379
-38.9621  -37.785  -36.657 -35.5754 -34.5374
-38.9615 -37.7844 -36.6565 -35.5748 -34.5369
-38.9609 -37.7838 -36.6559 -35.5743 -34.5364
-38.9603 -37.7833 -36.6554 -35.5738 -34.5359
-38.9597 -37.7827 -36.6548 -35.5733 -34.5354
-38.9591 -37.7822 -36.6543 -35.5727 -34.5349
-38.9586 -37.7816 -36.6537 -35.5722 -34.5344
 -38.958  -37.781 -36.6532 -35.5717 -34.5339
-38.9574 -37.7805 -36.6527 -35.5712 -34.5334
-38.9568 -37.7799 -36.6521 -35.5706 -34.5329
-38.9562 -37.7793 -36.6516 -35.5701 -34.5324
-38.9556 -37.7788  -36.651 -35.5696 -34.5319
 -38.955 -37.7782 -36.6505 -35.5691 -34.5314
-38.9544 -37.7776 -36.6499 -35.5685 -34.5309
-38.9539 -37.7771 -36.6494  -35.568 -34.5303
-38.9533 -37.7765 -36.6488 -35.5675 -34.5298
-38.9527 -37.7759 -36.6483  -35.567 -34.5293
-38.9521 -37.7754 -36.6478 -35.5664 -34.5288
-38.9515 -37.7748 -36.6472 -35.5659 -34.5283
-38.9509 -37.7742 -36.6467 -35.5654 -34.5278
-38.9503 -37.7737 -36.6461 -35.5649 -34.5273
-38.9497 -37.7731 -36.6456 -35.5643 -34.5268
-38.9492 -37.7725  -36.645 -35.5638 -34.5263
-38.9486  -37.772 -36.6445 -35.5633 -34.5258
 -38.948 -37.7714 -36.6439 -35.5628 -34.5253
-38.9474 -37.7708 -36.6434 -35.5622 -34.5248
-38.9468 -37.7703 -36.6429 -35.5617 -34.5243
-38.9462 -37.7697 -36.6423 -35.5612 -34.5238
-38.9456 -37.7691 -36.6418 -35.5607 -34.5233
 -38.945 -37.7686 -36.6412 -35.5601 -34.5228
-38.9445  -37.768 -36.6407 -35.5596 -34.5222
-38.9439 -37.7675 -36.6401 -35.5591 -34.5217
-38.9433 -37.7669 -36.6396 -35.5586 -34.5212
-38.9427 -37.7663  -36.639  -35.558 -34.5207
-38.9421 -37.7658 -36.6385 -35.5575 -34.5202
-38.9415 -37.7652  -36.638  -35.557 -34.5197
-38.9409 -37.7646 -36.6374 -35.5565 -34.5192
