iteration 1 max error 11.488971 
iteration 2 max error 7.133656 
iteration 3 max error 6.324659 
iteration 4 max error 5.635726 
iteration 5 max error 5.038824 
iteration 6 max error 4.512494 
iteration 7 max error 4.045202 
iteration 8 max error 3.628693 
iteration 9 max error 3.256548 
iteration 10 max error 2.923567 
-47.3899 -45.8641 -44.4182 -43.0413  -41.727
-47.3891 -45.8633 -44.4174 -43.0406 -41.7263
-47.3883 -45.8626 -44.4167 -43.0399 -41.7256
-47.3875 -45.8618  -44.416 -43.0392  -41.725
-47.3867  -45.861 -44.4153 -43.0385 -41.7243
-47.3859 -45.8603 -44.4145 -43.0378 -41.7236
-47.3851 -45.8595 -44.4138 -43.0371  -41.723
-47.3843 -45.8588 -44.4131 -43.0364 -41.7223
-47.3835  -45.858 -44.4124 -43.0357 -41.7216
-47.3827 -45.8573 -44.4116 -43.0351  -41.721
-47.3819 -45.8565 -44.4109 -43.0344 -41.7203
-47.3811 -45.8557 -44.4102 -43.0337 -41.7196
-47.3803  -45.855 -44.4095  -43.033 -41.7189
-47.3795 -45.8542 -44.4087 -43.0323 -41.7183
-47.3787 -45.8535  -44.408 -43.0316 -41.7176
-47.3779 -45.8527 -44.4073 -43.0309 -41.7169
-47.3771 -45.8519 -44.4066 -43.0302 -41.7163
-47.3763 -45.8512 -44.4058 -43.0295 -41.7156
-47.3755 -45.8504 -44.4051 -43.0288 -41.7149
-47.3747 -45.8497 -44.4044 -43.0281 -41.7143
-47.3739 -45.8489 -44.4037 -43.0274 -41.7136
-47.3731 -45.8482 -44.4029 -43.0267 -41.7129
-47.3723 -45.8474 -44.4022  -43.026 -41.7123
-47.3715 -45.8466 -44.4015 -43.0253 -41.7116
-47.3707 -45.8459 -44.4008 -43.0246 -41.7109
-47.3699 -45.8451 -44.4001 -43.0239 -41.7103
-47.3691 -45.8444 -44.3993 -43.0232 -41.7096
-47.3683 -45.8436 -44.3986 -43.0225 -41.7089
-47.3675 -45.8428 -44.3979 -43.0219 -41.7083
-47.3667 -45.8421 -44.3972 -43.0212 -41.7076
-47.3659 -45.8413 -44.3964 -43.0205 -41.7069
-47.3651 -45.8406 -44.3957 -43.0198 -41.7063
-47.3643 -45.8398  -44.395 -43.0191 -41.7056
-47.3635 -45.8391 -44.3943 -43.0184 -41.7049
-47.3627 -45.8383 -44.3935 -43.0177 -41.7043
-47.3619 -45.8375 -44.3928  -43.017 -41.7036
-47.3611 -45.8368 -44.3921 -43.0163 -41.7029
-47.3603  -45.836 -44.3914 -43.0156 -41.7023
-47.3595 -45.8353 -44.3906 -43.0149 -41.7016
-47.3588 -45.8345 -44.3899 -43.0142 -41.7009
 -47.358 -45.8338 -44.3892 -43.0135 -41.7003
-47.3572  -45.833 -44.3885 -43.0128 -41.6996
-47.3564 -45.8322 -44.3877 -43.0121 -41.6989
-47.3556 -45.8315  -44.387 -43.0114 -41.6983
-47.3548 -45.8307 -44.3863 -43.0107 -41.6976
 -47.354   -45.83 -44.3856   -43.01 -41.6969
-47.3532 -45.8292 -44.3848 -43.0094 -41.6963
-47.3524 -45.8284 -44.3841 -43.0087 -41.6956
-47.3516 -45.8277 -44.3834  -43.008 -41.6949
-47.3508 -45.8269 -44.3827 -43.0073 -41.6943
  -47.35 -45.8262 -44.3819 -43.0066 -41.6936
-47.3492 -45.8254 -44.3812 -43.0059 -41.6929
-47.3484 -45.8247 -44.3805 -43.0052 -41.6923
-47.3476 -45.8239 -44.3798 -43.0045 -41.6916
-47.3468 -45.8231 -44.3791 -43.0038 -41.6909
 -47.346 -45.8224 -44.3783 -43.0031 -41.6903
-47.3452 -45.8216 -44.3776 -43.0024 -41.6896
-47.3444 -45.8209 -44.3769 -43.0017 -41.6889
-47.3436 -45.8201 -44.3762  -43.001 -41.6883
-47.3428 -45.8194 -44.3754 -43.0003 -41.6876
 -47.342 -45.8186 -44.3747 -42.9996 -41.6869
-47.3412 -45.8178  -44.374 -42.9989 -41.6863
-47.3404 -45.8171 -44.3733 -42.9983 -41.6856
-47.3396 -45.8163 -44.3725 -42.9976 -41.6849
-47.3388 -45.8156 -44.3718 -42.9969 -41.6843
 -47.338 -45.8148 -44.3711 -42.9962 -41.6836
-47.3372 -45.8141 -44.3704 -42.9955 -41.6829
-47.3364 -45.8133 -44.3696 -42.9948 -41.6823
-47.3356 -45.8125 -44.3689 -42.9941 -41.6816
-47.3348 -45.8118 -44.3682 -42.9934 -41.6809
 -47.334  -45.811 -44.3675 -42.9927 -41.6803
-47.3332 -45.8103 -44.3667  -42.992 -41.6796
-47.3324 -45.8095  -44.366 -42.9913 -41.6789
-47.3316 -45.8088 -44.3653 -42.9906 -41.6783
-47.3308  -45.808 -44.3646 -42.9899 -41.6776
-47.3301 -45.8072 -44.3639 -42.9892 -41.6769
-47.3293 -45.8065 -44.3631 -42.9885 -41.6763
-47.3285 -45.8057 -44.3624 -42.9878 -41.6756
-47.3277  -45.805 -44.3617 -42.9872 -41.6749
-47.3269 -45.8042  -44.361 -42.9865 -41.6743
-47.3261 -45.8035 -44.3602 -42.9858 -41.6736
-47.3253 -45.8027 -44.3595 -42.9851 -41.6729
-47.3245  -45.802 -44.3588 -42.9844 -41.6723
-47.3237 -45.8012 -44.3581 -42.9837 -41.6716
-47.3229 -45.8004 -44.3573  -42.983 -41.6709
-47.3221 -45.7997 -44.3566 -42.9823 -41.6703
-47.3213 -45.7989 -44.3559 -42.9816 -41.6696
-47.3205 -45.7982 -44.3552 -42.9809 -41.6689
-47.3197 -45.7974 -44.3544 -42.9802 -41.6683
-47.3189 -45.7967 -44.3537 -42.9795 -41.6676
-47.3181 -45.7959  -44.353 -42.9788 -41.6669
-47.3173 -45.7951 -44.3523 -42.9781 -41.6663
-47.3165 -45.7944 -44.3516 -42.9774 -41.6656
-47.3157 -45.7936 -44.3508 -42.9767 -41.6649
-47.3149 -45.7929 -44.3501 -42.9761 -41.6643
-47.3141 -45.7921 -44.3494 -42.9754 -41.6636
-47.3133 -45.7914 -44.3487 -42.9747 -41.6629
-47.3125 -45.7906 -44.3479  -42.974 -41.6623
-47.3117 -45.7898 -44.3472 -42.9733 -41.6616
-47.3109 -45.7891 -44.3465 -42.9726 -41.6609
-47.3101 -45.7883 -44.3458 -42.9719 -41.6603
-47.3093 -45.7876  -44.345 -42.9712 -41.6596
-47.3085 -45.7868 -44.3443 -42.9705 -41.6589
-47.3078 -45.7861 -44.3436 -42.9698 -41.6583
 -47.307 -45.7853 -44.3429 -42.9691 -41.6576
-47.3062 -45.7846 -44.3422 -42.9684  -41.657
-47.3054 -45.7838 -44.3414 -42.9677 -41.6563
-47.3046  -45.783 -44.3407  -42.967 -41.6556
-47.3038 -45.7823   -44.34 -42.9664  -41.655
 -47.303 -45.7815 -44.3393 -42.9657 -41.6543
-47.3022 -45.7808 -44.3385  -42.965 -41.6536
-47.3014   -45.78 -44.3378 -42.9643  -41.653
-47.3006 -45.7793 -44.3371 -42.9636 -41.6523
-47.2998 -45.7785 -44.3364 -42.9629 -41.6516
 -47.299 -45.7777 -44.3357 -42.9622  -41.651
-47.2982  -45.777 -44.3349 -42.9615 -41.6503
-47.2974 -45.7762 -44.3342 -42.9608 -41.6496
-47.2966 -45.7755 -44.3335 -42.9601  -41.649
-47.2958 -45.7747 -44.3328 -42.9594 -41.6483
 -47.295  -45.774  -44.332 -42.9587 -41.6476
-47.2942 -45.7732 -44.3313  -42.958  -41.647
-47.2934 -45.7725 -44.3306 -42.9573 -41.6463
-47.2926 -45.7717 -44.3299 -42.9566 -41.6456
-47.2918 -45.7709 -44.3291  -42.956  -41.645
 -47.291 -45.7702 -44.3284 -42.9553 -41.6443
-47.2902 -45.7694 -44.3277 -42.9546 -41.6436
-47.2894 -45.7687  -44.327 -42.9539  -41.643
-47.2887 -45.7679 -44.3263 -42.9532 -41.6423
-47.2879 -45.7672 -44.3255 -42.9525 -41.6416
-47.2871 -45.7664 -44.3248 -42.9518  -41.641
-47.2863 -45.7657 -44.3241 -42.9511 -41.6403
-47.2855 -45.7649 -44.3234 -42.9504 -41.6396
-47.2847 -45.7641 -44.3226 -42.9497  -41.639
-47.2839 -45.7634 -44.3219  -42.949 -41.6383
-47.2831 -45.7626 -44.3212 -42.9483 -41.6376
-47.2823 -45.7619 -44.3205 -42.9476  -41.637
-47.2815 -45.7611 -44.3198  -42.947 -41.6363
-47.2807 -45.7604  -44.319 -42.9463 -41.6357
-47.2799 -45.7596 -44.3183 -42.9456  -41.635
-47.2791 -45.7589 -44.3176 -42.9449 -41.6343
-47.2783 -45.7581 -44.3169 -42.9442 -41.6337
-47.2775 -45.7573 -44.3161 -42.9435  -41.633
-47.2767 -45.7566 -44.3154 -42.9428 -41.6323
-47.2759 -45.7558 -44.3147 -42.9421 -41.6317
-47.2751 -45.7551  -44.314 -42.9414  -41.631
-47.2743 -45.7543 -44.3133 -42.9407 -41.6303
-47.2735 -45.7536 -44.3125   -42.94 -41.6297
-47.2727 -45.7528 -44.3118 -42.9393  -41.629
 -47.272 -45.7521 -44.3111 -42.9386 -41.6283
-47.2712 -45.7513 -44.3104 -42.9379 -41.6277
-47.2704 -45.7505 -44.3096 -42.9373  -41.627
-47.2696 -45.7498 -44.3089 -42.9366 -41.6263
-47.2688  -45.749 -44.3082 -42.9359 -41.6257
 -47.268 -45.7483 -44.3075 -42.9352  -41.625
-47.2672 -45.7475 -44.3068 -42.9345 -41.6243
-47.2664 -45.7468  -44.306 -42.9338 -41.6237
-47.2656  -45.746 -44.3053 -42.9331  -41.623
-47.2648 -45.7453 -44.3046 -42.9324 -41.6223
 -47.264 -45.7445 -44.3039 -42.9317 -41.6217
-47.2632 -45.7437 -44.3031  -42.931  -41.621
-47.2624  -45.743 -44.3024 -42.9303 -41.6204
-47.2616 -45.7422 -44.3017 -42.9296 -41.6197
-47.2608 -45.7415  -44.301 -42.9289  -41.619
  -47.26 -45.7407 -44.3003 -42.9283 -41.6184
-47.2592   -45.74 -44.2995 -42.9276 -41.6177
-47.2584 -45.7392 -44.2988 -42.9269  -41.617
-47.2576 -45.7385 -44.2981 -42.9262 -41.6164
-47.2568 -45.7377 -44.2974 -42.9255 -41.6157
-47.2561  -45.737 -44.2966 -42.9248  -41.615
-47.2553 -45.7362 -44.2959 -42.9241 -41.6144
-47.2545 -45.7354 -44.2952 -42.9234 -41.6137
-47.2537 -45.7347 -44.2945 -42.9227  -41.613
-47.2529 -45.7339 -44.2938  -42.922 -41.6124
-47.2521 -45.7332  -44.293 -42.9213 -41.6117
-47.2513 -45.7324 -44.2923 -42.9206  -41.611
-47.2505 -45.7317 -44.2916   -42.92 -41.6104
-47.2497 -45.7309 -44.2909 -42.9193 -41.6097
-47.2489 -45.7302 -44.2902 -42.9186  -41.609
-47.2481 -45.7294 -44.2894 -42.9179 -41.6084
-47.2473 -45.7287 -44.2887 -42.9172 -41.6077
-47.2465 -45.7279  -44.288 -42.9165 -41.6071
-47.2457 -45.7271 -44.2873 -42.9158 -41.6064
-47.2449 -45.7264 -44.2865 -42.9151 -41.6057
-47.2441 -45.7256 -44.2858 -42.9144 -41.6051
-47.2433 -45.7249 -44.2851 -42.9137 -41.6044
-47.2426 -45.7241 -44.2844  -42.913 -41.6037
-47.2418 -45.7234 -44.2837 -42.9123 -41.6031
 -47.241 -45.7226 -44.2829 -42.9117 -41.6024
-47.2402 -45.7219 -44.2822  -42.911 -41.6017
-47.2394 -45.7211 -44.2815 -42.9103 -41.6011
-47.2386 -45.7204 -44.2808 -42.9096 -41.6004
-47.2378 -45.7196 -44.2801 -42.9089 -41.5997
 -47.237 -45.7188 -44.2793 -42.9082 -41.5991
-47.2362 -45.7181 -44.2786 -42.9075 -41.5984
-47.2354 -45.7173 -44.2779 -42.9068 -41.5977
-47.2346 -45.7166 -44.2772 -42.9061 -41.5971
-47.2338 -45.7158 -44.2764 -42.9054 -41.5964
 -47.233 -45.7151 -44.2757 -42.9047 -41.5958
-47.2322 -45.7143  -44.275  -42.904 -41.5951
-47.2314 -45.7136 -44.2743 -42.9034 -41.5944
-47.2306 -45.7128 -44.2736 -42.9027 -41.5938
-47.2298 -45.7121 -44.2728  -42.902 -41.5931
-47.2291 -45.7113 -44.2721 -42.9013 -41.5924
-47.2283 -45.7105 -44.2714 -42.9006 -41.5918
-47.2275 -45.7098 -44.2707 -42.8999 -41.5911
-47.2267  -45.709   -44.27 -42.8992 -41.5904
-47.2259 -45.7083 -44.2692 -42.8985 -41.5898
-47.2251 -45.7075 -44.2685 -42.8978 -41.5891
-47.2243 -45.7068 -44.2678 -42.8971 -41.5884
-47.2235  -45.706 -44.2671 -42.8964 -41.5878
-47.2227 -45.7053 -44.2663 -42.8957 -41.5871
-47.2219 -45.7045 -44.2656 -42.8951 -41.5865
-47.2211 -45.7038 -44.2649 -42.8944 -41.5858
-47.2203  -45.703 -44.2642 -42.8937 -41.5851
-47.2195 -45.7022 -44.2635  -42.893 -41.5845
-47.2187 -45.7015 -44.2627 -42.8923 -41.5838
-47.2179 -45.7007  -44.262 -42.8916 -41.5831
-47.2172    -45.7 -44.2613 -42.8909 -41.5825
-47.2164 -45.6992 -44.2606 -42.8902 -41.5818
-47.2156 -45.6985 -44.2599 -42.8895 -41.5811
-47.2148 -45.6977 -44.2591 -42.8888 -41.5805
 -47.214  -45.697 -44.2584 -42.8881 -41.5798
-47.2132 -45.6962 -44.2577 -42.8875 -41.5791
-47.2124 -45.6955  -44.257 -42.8868 -41.5785
-47.2116 -45.6947 -44.2563 -42.8861 -41.5778
-47.2108  -45.694 -44.2555 -42.8854 -41.5772
  -47.21 -45.6932 -44.2548 -42.8847 -41.5765
-47.2092 -45.6924 -44.2541  -42.884 -41.5758
-47.2084 -45.6917 -44.2534 -42.8833 -41.5752
-47.2076 -45.6909 -44.2527 -42.8826 -41.5745
-47.2068 -45.6902 -44.2519 -42.8819 -41.5738
 -47.206 -45.6894 -44.2512 -42.8812 -41.5732
-47.2053 -45.6887 -44.2505 -42.8805 -41.5725
-47.2045 -45.6879 -44.2498 -42.8799 -41.5718
-47.2037 -45.6872 -44.2491 -42.8792 -41.5712
-47.2029 -45.6864 -44.2483 -42.8785 -41.5705
-47.2021 -45.6857 -44.2476 -42.8778 -41.5699
-47.2013 -45.6849 -44.2469 -42.8771 -41.5692
-47.2005 -45.6842 -44.2462 -42.8764 -41.5685
-47.1997 -45.6834 -44.2454 -42.8757 -41.5679
-47.1989 -45.6827 -44.2447  -42.875 -41.5672
-47.1981 -45.6819  -44.244 -42.8743 -41.5665
-47.1973 -45.6811 -44.2433 -42.8736 -41.5659
-47.1965 -45.6804 -44.2426 -42.8729 -41.5652
-47.1957 -45.6796 -44.2418 -42.8723 -41.5645
-47.1949 -45.6789 -44.2411 -42.8716 -41.5639
-47.1942 -45.6781 -44.2404 -42.8709 -41.5632
-47.1934 -45.6774 -44.2397 -42.8702 -41.5626
-47.1926 -45.6766  -44.239 -42.8695 -41.5619
-47.1918 -45.6759 -44.2382 -42.8688 -41.5612
 -47.191 -45.6751 -44.2375 -42.8681 -41.5606
-47.1902 -45.6744 -44.2368 -42.8674 -41.5599
-47.1894 -45.6736 -44.2361 -42.8667 -41.5592
-47.1886 -45.6729 -44.2354  -42.866 -41.5586
-47.1878 -45.6721 -44.2346 -42.8653 -41.5579
 -47.187 -45.6714 -44.2339 -42.8647 -41.5572
-47.1862 -45.6706 -44.2332  -42.864 -41.5566
-47.1854 -45.6698 -44.2325 -42.8633 -41.5559
-47.1846 -45.6691 -44.2318 -42.8626 -41.5553
-47.1839 -45.6683  -44.231 -42.8619 -41.5546
-47.1831 -45.6676 -44.2303 -42.8612 -41.5539
-47.1823 -45.6668 -44.2296 -42.8605 -41.5533
-47.1815 -45.6661 -44.2289 -42.8598 -41.5526
-47.1807 -45.6653 -44.2282 -42.8591 -41.5519
-47.1799 -45.6646 -44.2274 -42.8584 -41.5513
-47.1791 -45.6638 -44.2267 -42.8577 -41.5506
-47.1783 -45.6631  -44.226 -42.8571 -41.5499
-47.1775 -45.6623 -44.2253 -42.8564 -41.5493
-47.1767 -45.6616 -44.2246 -42.8557 -41.5486
-47.1759 -45.6608 -44.2238  -42.855  -41.548
-47.1751 -45.6601 -44.2231 -42.8543 -41.5473
-47.1743 -45.6593 -44.2224 -42.8536 -41.5466
-47.1736 -45.6586 -44.2217 -42.8529  -41.546
-47.1728 -45.6578  -44.221 -42.8522 -41.5453
 -47.172  -45.657 -44.2202 -42.8515 -41.5446
-47.1712 -45.6563 -44.2195 -42.8508  -41.544
-47.1704 -45.6555 -44.2188 -42.8502 -41.5433
-47.1696 -45.6548 -44.2181 -42.8495 -41.5427
-47.1688  -45.654 -44.2174 -42.8488  -41.542
 -47.168 -45.6533 -44.2166 -42.8481 -41.5413
-47.1672 -45.6525 -44.2159 -42.8474 -41.5407
-47.1664 -45.6518 -44.2152 -42.8467   -41.54
-47.1656  -45.651 -44.2145  -42.846 -41.5393
-47.1648 -45.6503 -44.2138 -42.8453 -41.5387
-47.1641 -45.6495  -44.213 -42.8446  -41.538
-47.1633 -45.6488 -44.2123 -42.8439 -41.5373
-47.1625  -45.648 -44.2116 -42.8433 -41.5367
-47.1617 -45.6473 -44.2109 -42.8426  -41.536
-47.1609 -45.6465 -44.2102 -42.8419 -41.5354
-47.1601 -45.6458 -44.2094 -42.8412 -41.5347
-47.1593  -45.645 -44.2087 -42.8405  -41.534
-47.1585 -45.6443  -44.208 -42.8398 -41.5334
-47.1577 -45.6435 -44.2073 -42.8391 -41.5327
-47.1569 -45.6428 -44.2066 -42.8384  -41.532
-47.1561  -45.642 -44.2059 -42.8377 -41.5314
-47.1553 -45.6412 -44.2051  -42.837 -41.5307
-47.1546 -45.6405 -44.2044 -42.8364 -41.5301
-47.1538 -45.6397 -44.2037 -42.8357 -41.5294
 -47.153  -45.639  -44.203  -42.835 -41.5287
-47.1522 -45.6382 -44.2023 -42.8343 -41.5281
-47.1514 -45.6375 -44.2015 -42.8336 -41.5274
-47.1506 -45.6367 -44.2008 -42.8329 -41.5267
-47.1498  -45.636 -44.2001 -42.8322 -41.5261
 -47.149 -45.6352 -44.1994 -42.8315 -41.5254
-47.1482 -45.6345 -44.1987 -42.8308 -41.5248
-47.1474 -45.6337 -44.1979 -42.8301 -41.5241
-47.1466  -45.633 -44.1972 -42.8295 -41.5234
-47.1458 -45.6322 -44.1965 -42.8288 -41.5228
-47.1451 -45.6315 -44.1958 -42.8281 -41.5221
-47.1443 -45.6307 -44.1951 -42.8274 -41.5214
-47.1435   -45.63 -44.1943 -42.8267 -41.5208
-47.1427 -45.6292 -44.1936  -42.826 -41.5201
-47.1419 -45.6285 -44.1929 -42.8253 -41.5195
-47.1411 -45.6277 -44.1922 -42.8246 -41.5188
-47.1403  -45.627 -44.1915 -42.8239 -41.5181
-47.1395 -45.6262 -44.1907 -42.8233 -41.5175
-47.1387 -45.6255   -44.19 -42.8226 -41.5168
-47.1379 -45.6247 -44.1893 -42.8219 -41.5161
-47.1371 -45.6239 -44.1886 -42.8212 -41.5155
-47.1364 -45.6232 -44.1879 -42.8205 -41.5148
-47.1356 -45.6224 -44.1872 -42.8198 -41.5142
-47.1348 -45.6217 -44.1864 -42.8191 -41.5135
 -47.134 -45.6209 -44.1857 -42.8184 -41.5128
-47.1332 -45.6202  -44.185 -42.8177 -41.5122
-47.1324 -45.6194 -44.1843  -42.817 -41.5115
-47.1316 -45.6187 -44.1836 -42.8164 -41.5108
-47.1308 -45.6179 -44.1828 -42.8157 -41.5102
  -47.13 -45.6172 -44.1821  -42.815 -41.5095
-47.1292 -45.6164 -44.1814 -42.8143 -41.5089
-47.1284 -45.6157 -44.1807 -42.8136 -41.5082
-47.1277 -45.6149   -44.18 -42.8129 -41.5075
-47.1269 -45.6142 -44.1792 -42.8122 -41.5069
-47.1261 -45.6134 -44.1785 -42.8115 -41.5062
-47.1253 -45.6127 -44.1778 -42.8108 -41.5055
-47.1245 -45.6119 -44.1771 -42.8102 -41.5049
-47.1237 -45.6112 -44.1764 -42.8095 -41.5042
-47.1229 -45.6104 -44.1757 -42.8088 -41.5036
-47.1221 -45.6097 -44.1749 -42.8081 -41.5029
-47.1213 -45.6089 -44.1742 -42.8074 -41.5022
-47.1205 -45.6082 -44.1735 -42.8067 -41.5016
-47.1198 -45.6074 -44.1728  -42.806 -41.5009
 -47.119 -45.6067 -44.1721 -42.8053 -41.5002
-47.1182 -45.6059 -44.1713 -42.8046 -41.4996
-47.1174 -45.6052 -44.1706  -42.804 -41.4989
-47.1166 -45.6044 -44.1699 -42.8033 -41.4983
-47.1158 -45.6037 -44.1692 -42.8026 -41.4976
 -47.115 -45.6029 -44.1685 -42.8019 -41.4969
-47.1142 -45.6022 -44.1677 -42.8012 -41.4963
-47.1134 -45.6014  -44.167 -42.8005 -41.4956
-47.1126 -45.6007 -44.1663 -42.7998 -41.4949
-47.1118 -45.5999 -44.1656 -42.7991 -41.4943
-47.1111 -45.5992 -44.1649 -42.7984 -41.4936
-47.1103 -45.5984 -44.1642 -42.7978  -41.493
-47.1095 -45.5976 -44.1634 -42.7971 -41.4923
-47.1087 -45.5969 -44.1627 -42.7964 -41.4916
-47.1079 -45.5961  -44.162 -42.7957  -41.491
-47.1071 -45.5954 -44.1613  -42.795 -41.4903
-47.1063 -45.5946 -44.1606 -42.7943 -41.4897
-47.1055 -45.5939 -44.1598 -42.7936  -41.489
-47.1047 -45.5931 -44.1591 -42.7929 -41.4883
-47.1039 -45.5924 -44.1584 -42.7922 -41.4877
-47.1032 -45.5916 -44.1577 -42.7916  -41.487
-47.1024 -45.5909  -44.157 -42.7909 -41.4863
-47.1016 -45.5901 -44.1563 -42.7902 -41.4857
-47.1008 -45.5894 -44.1555 -42.7895  -41.485
   -47.1 -45.5886 -44.1548 -42.7888 -41.4844
-47.0992 -45.5879 -44.1541 -42.7881 -41.4837
-47.0984 -45.5871 -44.1534 -42.7874  -41.483
-47.0976 -45.5864 -44.1527 -42.7867 -41.4824
-47.0968 -45.5856 -44.1519  -42.786 -41.4817
 -47.096 -45.5849 -44.1512 -42.7854  -41.481
-47.0953 -45.5841 -44.1505 -42.7847 -41.4804
-47.0945 -45.5834 -44.1498  -42.784 -41.4797
-47.0937 -45.5826 -44.1491 -42.7833 -41.4791
-47.0929 -45.5819 -44.1484 -42.7826 -41.4784
-47.0921 -45.5811 -44.1476 -42.7819 -41.4777
-47.0913 -45.5804 -44.1469 -42.7812 -41.4771
-47.0905 -45.5796 -44.1462 -42.7805 -41.4764
-47.0897 -45.5789 -44.1455 -42.7798 -41.4758
-47.0889 -45.5781 -44.1448 -42.7792 -41.4751
-47.0882 -45.5774  -44.144 -42.7785 -41.4744
-47.0874 -45.5766 -44.1433 -42.7778 -41.4738
-47.0866 -45.5759 -44.1426 -42.7771 -41.4731
-47.0858 -45.5751 -44.1419 -42.7764 -41.4724
 -47.085 -45.5744 -44.1412 -42.7757 -41.4718
-47.0842 -45.5736 -44.1405  -42.775 -41.4711
-47.0834 -45.5729 -44.1397 -42.7743 -41.4705
-47.0826 -45.5721  -44.139 -42.7737 -41.4698
-47.0818 -45.5714 -44.1383  -42.773 -41.4691
-47.0811 -45.5706 -44.1376 -42.7723 -41.4685
-47.0803 -45.5699 -44.1369 -42.7716 -41.4678
-47.0795 -45.5691 -44.1362 -42.7709 -41.4672
-47.0787 -45.5684 -44.1354 -42.7702 -41.4665
-47.0779 -45.5676 -44.1347 -42.7695 -41.4658
-47.0771 -45.5669  -44.134 -42.7688 -41.4652
-47.0763 -45.5661 -44.1333 -42.7681 -41.4645
-47.0755 -45.5654 -44.1326 -42.7675 -41.4638
-47.0747 -45.5646 -44.1318 -42.7668 -41.4632
-47.0739 -45.5639 -44.1311 -42.7661 -41.4625
-47.0732 -45.5631 -44.1304 -42.7654 -41.4619
-47.0724 -45.5624 -44.1297 -42.7647 -41.4612
-47.0716 -45.5616  -44.129  -42.764 -41.4605
-47.0708 -45.5609 -44.1283 -42.7633 -41.4599
  -47.07 -45.5601 -44.1275 -42.7626 -41.4592
-47.0692 -45.5594 -44.1268  -42.762 -41.4586
-47.0684 -45.5586 -44.1261 -42.7613 -41.4579
-47.0676 -45.5579 -44.1254 -42.7606 -41.4572
-47.0668 -45.5571 -44.1247 -42.7599 -41.4566
-47.0661 -45.5564  -44.124 -42.7592 -41.4559
-47.0653 -45.5556 -44.1232 -42.7585 -41.4553
-47.0645 -45.5549 -44.1225 -42.7578 -41.4546
-47.0637 -45.5541 -44.1218 -42.7571 -41.4539
-47.0629 -45.5534 -44.1211 -42.7564 -41.4533
-47.0621 -45.5526 -44.1204 -42.7558 -41.4526
-47.0613 -45.5519 -44.1197 -42.7551 -41.4519
-47.0605 -45.5511 -44.1189 -42.7544 -41.4513
-47.0597 -45.5504 -44.1182 -42.7537 -41.4506
 -47.059 -45.5496 -44.1175  -42.753   -41.45
-47.0582 -45.5489 -44.1168 -42.7523 -41.4493
-47.0574 -45.5481 -44.1161 -42.7516 -41.4486
-47.0566 -45.5474 -44.1154 -42.7509  -41.448
-47.0558 -45.5466 -44.1146 -42.7503 -41.4473
 -47.055 -45.5459 -44.1139 -42.7496 -41.4467
-47.0542 -45.5451 -44.1132 -42.7489  -41.446
-47.0534 -45.5444 -44.1125 -42.7482 -41.4453
-47.0527 -45.5436 -44.1118 -42.7475 -41.4447
-47.0519 -45.5429  -44.111 -42.7468  -41.444
-47.0511 -45.5421 -44.1103 -42.7461 -41.4434
-47.0503 -45.5414 -44.1096 -42.7454 -41.4427
-47.0495 -45.5406 -44.1089 -42.7448  -41.442
-47.0487 -45.5399 -44.1082 -42.7441 -41.4414
-47.0479 -45.5391 -44.1075 -42.7434 -41.4407
-47.0471 -45.5384 -44.1067 -42.7427 -41.4401
-47.0463 -45.5376  -44.106  -42.742 -41.4394
-47.0456 -45.5369 -44.1053 -42.7413 -41.4387
-47.0448 -45.5361 -44.1046 -42.7406 -41.4381
 -47.044 -45.5354 -44.1039 -42.7399 -41.4374
-47.0432 -45.5346 -44.1032 -42.7393 -41.4368
-47.0424 -45.5339 -44.1024 -42.7386 -41.4361
-47.0416 -45.5331 -44.1017 -42.7379 -41.4354
-47.0408 -45.5324  -44.101 -42.7372 -41.4348
  -47.04 -45.5316 -44.1003 -42.7365 -41.4341
-47.0393 -45.5309 -44.0996 -42.7358 -41.4334
-47.0385 -45.5301 -44.0989 -42.7351 -41.4328
-47.0377 -45.5294 -44.0981 -42.7344 -41.4321
-47.0369 -45.5286 -44.0974 -42.7338 -41.4315
-47.0361 -45.5279 -44.0967 -42.7331 -41.4308
-47.0353 -45.5271  -44.096 -42.7324 -41.4301
-47.0345 -45.5264 -44.0953 -42.7317 -41.4295
-47.0337 -45.5256 -44.0946  -42.731 -41.4288
 -47.033 -45.5249 -44.0938 -42.7303 -41.4282
-47.0322 -45.5241 -44.0931 -42.7296 -41.4275
-47.0314 -45.5234 -44.0924 -42.7289 -41.4268
-47.0306 -45.5226 -44.0917 -42.7283 -41.4262
-47.0298 -45.5219  -44.091 -42.7276 -41.4255
 -47.029 -45.5211 -44.0903 -42.7269 -41.4249
-47.0282 -45.5204 -44.0895 -42.7262 -41.4242
-47.0274 -45.5196 -44.0888 -42.7255 -41.4235
-47.0267 -45.5189 -44.0881 -42.7248 -41.4229
-47.0259 -45.5181 -44.0874 -42.7241 -41.4222
-47.0251 -45.5174 -44.0867 -42.7235 -41.4216
-47.0243 -45.5166  -44.086 -42.7228 -41.4209
-47.0235 -45.5159 -44.0852 -42.7221 -41.4202
-47.0227 -45.5151 -44.0845 -42.7214 -41.4196
-47.0219 -45.5144 -44.0838 -42.7207 -41.4189
-47.0211 -45.5137 -44.0831   -42.72 -41.4183
-47.0204 -45.5129 -44.0824 -42.7193 -41.4176
